Heart_Rate,Acceleration,SpO2,Temperature,Predicted_Sleep_Stage
80,0.12,96,36.2,REM
77,0.01,100,35.9,Deep Sleep
94,0.27,99,36.2,REM
99,0.77,94,36.6,Awake
90,0.94,97,36.7,Awake
69,0.03,98,35.8,Deep Sleep
88,0.15,96,36.1,Light Sleep
90,0.89,94,36.4,Awake
101,0.63,95,36.5,Awake
78,0.13,99,36.4,Light Sleep
90,0.2,97,36.1,REM
120,0.9,91,36.5,Sleep Disturbance
63,0.05,100,36.2,Deep Sleep
110,0.56,94,36.5,Awake
63,0.01,97,36.2,Deep Sleep
90,0.1,99,36.3,Light Sleep
85,0.2,98,36.2,REM
71,0.15,97,36.3,Light Sleep
74,0.18,96,36.3,Light Sleep
76,0.04,100,36.1,Deep Sleep
117,1.17,91,36.9,Sleep Disturbance
117,0.88,93,36.9,Sleep Disturbance
74,0.08,99,36.2,Light Sleep
89,0.13,98,36.1,Light Sleep
91,1.35,93,36.8,Sleep Disturbance
71,0.02,97,35.9,Deep Sleep
79,0.21,97,36.2,REM
94,1.4,94,36.6,Sleep Disturbance
85,0.12,97,36.1,Light Sleep
76,0.03,99,35.9,Deep Sleep
116,1.17,93,36.9,Sleep Disturbance
93,0.22,98,36.4,REM
78,0.01,99,36.1,Deep Sleep
86,0.28,98,36.2,REM
90,0.12,96,36.1,REM
106,0.88,96,36.7,Awake
68,0.01,98,36.2,Deep Sleep
77,0.03,98,36.0,Deep Sleep
92,0.86,94,36.5,Sleep Disturbance
110,0.72,96,36.7,Awake
67,0.04,100,36.1,Deep Sleep
99,0.56,98,36.4,Awake
75,0.08,96,36.0,Light Sleep
76,0.12,96,36.3,Light Sleep
75,0.18,97,36.3,Light Sleep
101,0.5,96,36.8,Awake
85,0.11,97,36.1,Light Sleep
99,0.91,97,36.8,Awake
91,0.29,99,36.5,REM
70,0.04,99,35.9,Deep Sleep
70,0.08,99,36.4,Light Sleep
92,0.76,97,36.8,Awake
78,0.03,96,35.8,Deep Sleep
103,1.16,92,36.7,Sleep Disturbance
89,0.89,95,36.4,Awake
68,0.02,96,36.0,Deep Sleep
108,1.08,91,36.7,Sleep Disturbance
110,1.24,90,36.9,Sleep Disturbance
110,0.35,98,36.7,Awake
105,0.66,95,37.0,Sleep Disturbance
81,0.11,99,36.2,Light Sleep
111,0.53,92,36.8,Sleep Disturbance
61,0.02,99,36.2,Deep Sleep
79,0.11,95,36.4,Light Sleep
71,0.15,97,36.3,Light Sleep
79,0.22,97,36.2,REM
90,0.64,98,36.4,Awake
86,0.08,96,36.1,Light Sleep
92,0.51,95,36.4,Awake
85,0.94,95,36.6,Awake
94,0.99,94,36.8,Awake
107,0.94,97,36.6,Awake
107,0.53,95,36.5,Awake
90,0.85,95,36.7,Awake
110,0.83,91,36.5,Sleep Disturbance
65,0.05,100,36.1,Deep Sleep
74,0.17,96,36.4,Light Sleep
109,0.36,96,36.6,Awake
105,1.24,94,36.8,Sleep Disturbance
88,0.73,98,36.7,Awake
103,1.13,94,36.7,Sleep Disturbance
82,0.25,98,36.1,REM
117,1.12,90,36.9,Sleep Disturbance
87,0.51,96,36.7,Awake
90,0.24,98,36.4,REM
75,0.18,97,36.5,REM
85,0.25,95,36.3,REM
82,0.08,95,36.0,Light Sleep
104,0.66,94,36.8,Sleep Disturbance
80,0.1,98,36.3,REM
71,0.1,97,36.2,Light Sleep
94,0.16,98,36.2,REM
112,1.13,92,36.7,Sleep Disturbance
97,0.51,94,36.5,Awake
101,0.67,93,36.8,Sleep Disturbance
64,0.05,96,35.8,Deep Sleep
96,1.33,93,36.8,Sleep Disturbance
90,0.96,96,36.6,Awake
96,0.72,94,36.5,Sleep Disturbance
114,0.81,91,36.5,Sleep Disturbance
69,0.0,97,35.9,Deep Sleep
108,0.81,90,36.6,Sleep Disturbance
93,0.74,91,36.6,Sleep Disturbance
90,0.07,96,36.4,Light Sleep
115,1.41,91,37.0,Sleep Disturbance
66,0.01,97,36.0,Deep Sleep
69,0.04,98,36.0,Deep Sleep
115,0.61,95,36.6,Sleep Disturbance
103,0.8,95,36.5,Awake
97,0.54,90,36.9,Sleep Disturbance
77,0.02,100,35.8,Deep Sleep
76,0.03,99,36.1,Deep Sleep
101,1.06,93,36.7,Sleep Disturbance
76,0.29,97,36.2,REM
89,0.79,98,36.8,Awake
94,0.11,96,36.2,REM
84,0.24,97,36.4,REM
120,1.32,92,36.7,Sleep Disturbance
77,0.13,95,36.2,REM
92,0.22,98,36.2,REM
75,0.25,99,36.2,REM
72,0.08,99,36.2,Light Sleep
81,0.26,97,36.2,REM
90,0.16,95,36.5,REM
80,0.1,99,36.1,REM
77,0.23,95,36.2,REM
92,0.9,96,36.6,Awake
75,0.17,98,36.0,Light Sleep
107,0.87,97,36.8,Awake
76,0.02,98,35.9,Deep Sleep
93,0.29,97,36.3,REM
120,1.26,94,37.0,Sleep Disturbance
88,0.07,99,36.2,Light Sleep
92,0.19,99,36.3,REM
92,1.23,94,36.7,Sleep Disturbance
91,0.14,99,36.3,REM
77,0.04,96,36.2,Deep Sleep
96,0.94,90,36.5,Sleep Disturbance
101,0.45,94,36.6,Awake
75,0.25,97,36.3,REM
94,0.42,96,36.7,Awake
83,0.11,99,36.4,REM
73,0.14,99,36.3,Light Sleep
113,0.57,95,36.8,Sleep Disturbance
89,0.06,99,36.3,Light Sleep
119,0.73,92,36.9,Sleep Disturbance
79,0.18,95,36.2,Light Sleep
87,0.16,98,36.3,REM
119,1.11,92,36.7,Sleep Disturbance
74,0.18,95,36.4,Light Sleep
64,0.05,100,36.0,Deep Sleep
90,0.92,94,36.6,Awake
76,0.08,99,36.2,Light Sleep
88,0.12,99,36.3,Light Sleep
83,0.06,95,36.3,Light Sleep
90,0.18,96,36.2,REM
77,0.02,99,35.8,Deep Sleep
91,0.38,94,36.8,Awake
100,0.85,96,36.5,Awake
79,0.03,100,35.8,Deep Sleep
94,1.38,91,36.9,Sleep Disturbance
94,0.12,96,36.5,REM
102,0.62,92,36.5,Sleep Disturbance
75,0.01,97,36.2,Deep Sleep
85,0.84,94,36.4,Awake
80,0.0,98,35.9,Deep Sleep
97,0.77,95,36.8,Awake
117,0.99,91,36.5,Sleep Disturbance
93,0.11,99,36.2,REM
80,0.18,97,36.4,Light Sleep
95,0.41,95,36.5,Awake
104,0.65,98,36.4,Awake
92,0.68,97,36.7,Awake
64,0.03,96,35.8,Deep Sleep
114,0.9,93,36.8,Sleep Disturbance
107,0.43,98,36.6,Awake
91,0.6,98,36.6,Awake
85,0.1,95,36.3,REM
73,0.05,97,36.1,Deep Sleep
120,0.71,93,36.8,Sleep Disturbance
107,0.78,96,36.8,Awake
72,0.13,97,36.2,Light Sleep
116,0.72,90,36.9,Sleep Disturbance
77,0.02,96,35.9,Deep Sleep
95,0.95,93,36.8,Sleep Disturbance
89,0.15,99,36.3,REM
105,0.47,94,36.4,Awake
96,0.56,97,36.7,Awake
77,0.19,96,36.2,Light Sleep
105,0.77,95,36.6,Awake
80,0.0,96,36.1,Deep Sleep
90,0.16,99,36.0,Light Sleep
87,0.06,99,36.1,Light Sleep
95,1.09,92,36.7,Sleep Disturbance
98,0.77,98,36.6,Awake
84,0.1,97,36.3,Light Sleep
78,0.17,99,36.2,REM
76,0.03,99,36.1,Deep Sleep
67,0.02,97,35.9,Deep Sleep
102,0.41,95,36.6,Awake
93,0.39,98,36.6,Awake
88,0.08,99,36.1,Light Sleep
82,0.18,95,36.4,REM
71,0.04,97,35.9,Deep Sleep
82,0.28,95,36.3,REM
99,1.01,92,36.7,Sleep Disturbance
110,0.42,95,36.5,Awake
80,0.01,98,36.1,Deep Sleep
110,0.52,97,36.4,Awake
86,0.25,99,36.2,REM
79,0.07,95,36.3,Light Sleep
109,0.97,97,36.6,Awake
107,0.53,98,36.8,Awake
106,0.81,97,36.6,Awake
91,0.74,97,36.6,Awake
110,0.4,96,36.7,Awake
109,1.44,95,36.6,Sleep Disturbance
97,1.04,91,36.7,Sleep Disturbance
87,0.19,98,36.1,Light Sleep
88,0.17,99,36.2,Light Sleep
76,0.06,98,36.2,Light Sleep
65,0.02,96,36.1,Deep Sleep
102,0.77,96,36.6,Awake
77,0.25,97,36.5,REM
79,0.12,95,36.2,REM
80,0.04,97,36.2,Deep Sleep
99,0.97,93,36.8,Sleep Disturbance
102,0.76,90,36.8,Sleep Disturbance
82,0.14,95,36.3,Light Sleep
93,1.34,93,36.9,Sleep Disturbance
104,0.75,91,36.7,Sleep Disturbance
64,0.01,96,35.8,Deep Sleep
105,1.09,94,36.7,Sleep Disturbance
83,0.13,95,36.2,REM
85,0.11,95,36.3,REM
67,0.04,100,35.9,Deep Sleep
68,0.04,97,35.9,Deep Sleep
86,0.18,98,36.2,Light Sleep
86,0.17,95,36.3,REM
89,0.06,97,36.4,Light Sleep
91,0.73,91,36.8,Sleep Disturbance
87,0.06,95,36.2,Light Sleep
85,0.12,98,36.3,Light Sleep
116,1.2,93,36.6,Sleep Disturbance
81,0.25,95,36.2,REM
106,0.45,94,36.6,Awake
70,0.01,99,35.8,Deep Sleep
109,0.97,96,36.6,Awake
79,0.18,97,36.3,REM
92,0.53,91,36.9,Sleep Disturbance
103,0.65,97,36.6,Awake
89,0.09,98,36.3,Light Sleep
73,0.03,100,36.0,Deep Sleep
76,0.02,98,35.9,Deep Sleep
100,0.59,96,36.7,Awake
81,0.09,98,36.1,Light Sleep
68,0.05,100,36.0,Deep Sleep
109,0.41,98,36.7,Awake
62,0.02,99,36.1,Deep Sleep
80,0.25,97,36.1,REM
86,0.46,98,36.7,Awake
82,0.06,95,36.3,Light Sleep
73,0.01,97,35.9,Deep Sleep
105,0.59,95,36.5,Sleep Disturbance
86,0.07,97,36.4,Light Sleep
78,0.19,98,36.1,REM
74,0.01,97,36.1,Deep Sleep
92,0.96,96,36.6,Awake
89,0.12,97,36.3,Light Sleep
70,0.02,97,35.8,Deep Sleep
88,0.17,95,36.3,Light Sleep
75,0.15,96,36.1,Light Sleep
91,0.22,98,36.3,REM
89,0.17,97,36.4,REM
108,1.44,94,36.8,Sleep Disturbance
107,0.82,94,36.8,Sleep Disturbance
92,0.82,95,37.0,Sleep Disturbance
74,0.03,97,35.9,Deep Sleep
80,0.04,100,36.0,Deep Sleep
64,0.03,98,35.9,Deep Sleep
81,0.12,95,36.4,Light Sleep
60,0.01,99,36.2,Deep Sleep
65,0.01,97,36.0,Deep Sleep
75,0.03,97,36.0,Deep Sleep
107,0.96,94,36.5,Awake
62,0.02,100,36.0,Deep Sleep
78,0.19,95,36.3,REM
84,0.15,96,36.0,Light Sleep
79,0.08,95,36.2,Light Sleep
82,0.25,95,36.2,REM
83,0.3,96,36.2,REM
97,0.94,96,36.4,Awake
94,0.63,96,36.8,Awake
73,0.02,97,35.9,Deep Sleep
118,1.13,93,36.8,Sleep Disturbance
79,0.01,98,36.1,Deep Sleep
62,0.04,97,36.2,Deep Sleep
96,0.69,94,36.5,Sleep Disturbance
110,1.38,92,36.7,Sleep Disturbance
78,0.02,98,36.1,Deep Sleep
94,0.6,94,36.7,Awake
119,1.29,90,36.5,Sleep Disturbance
76,0.02,96,36.1,Deep Sleep
86,0.18,97,36.0,Light Sleep
78,0.05,96,36.3,Light Sleep
82,0.14,96,36.3,REM
100,0.66,93,36.8,Sleep Disturbance
90,0.06,96,36.1,Light Sleep
109,0.54,97,36.4,Awake
75,0.11,95,36.4,REM
72,0.12,96,36.1,Light Sleep
98,0.77,95,36.7,Sleep Disturbance
80,0.11,97,36.5,REM
84,0.12,99,36.3,Light Sleep
80,0.23,97,36.4,REM
107,0.55,94,36.4,Awake
79,0.11,99,36.5,REM
87,0.14,96,36.1,REM
96,0.9,97,36.5,Awake
61,0.02,97,36.0,Deep Sleep
83,0.15,95,36.2,Light Sleep
92,0.29,95,36.2,REM
73,0.12,96,36.3,Light Sleep
81,0.1,98,36.0,Light Sleep
91,0.23,97,36.4,REM
71,0.12,95,36.3,Light Sleep
77,0.26,99,36.4,REM
105,0.82,97,36.5,Awake
108,0.73,94,36.6,Awake
81,0.11,98,36.2,Light Sleep
116,1.33,90,36.6,Sleep Disturbance
79,0.18,95,36.3,Light Sleep
75,0.0,99,36.1,Deep Sleep
104,0.52,93,36.8,Sleep Disturbance
90,0.35,96,36.5,Awake
119,0.94,90,36.7,Sleep Disturbance
110,0.41,96,36.5,Awake
90,1.35,95,36.7,Sleep Disturbance
77,0.17,97,36.2,REM
100,0.53,93,37.0,Sleep Disturbance
90,0.24,99,36.3,REM
78,0.1,98,36.4,REM
70,0.0,96,35.8,Deep Sleep
69,0.02,97,36.0,Deep Sleep
103,0.8,93,36.8,Sleep Disturbance
91,0.21,99,36.1,REM
102,0.49,94,36.7,Awake
69,0.04,96,36.2,Deep Sleep
93,0.67,98,36.7,Awake
79,0.2,96,36.3,REM
79,0.12,96,36.3,Light Sleep
93,0.3,96,36.5,REM
64,0.01,96,36.1,Deep Sleep
99,0.37,98,36.7,Awake
86,0.18,97,36.2,Light Sleep
91,1.33,95,37.0,Sleep Disturbance
88,0.1,98,36.2,Light Sleep
78,0.0,100,36.1,Deep Sleep
64,0.02,100,35.9,Deep Sleep
75,0.05,99,36.2,Deep Sleep
96,0.56,94,36.6,Sleep Disturbance
89,0.31,94,36.7,Awake
75,0.29,97,36.3,REM
117,1.07,95,36.6,Sleep Disturbance
93,0.13,95,36.1,REM
77,0.04,99,36.1,Deep Sleep
76,0.13,99,36.1,REM
98,0.57,98,36.6,Awake
74,0.02,100,35.8,Deep Sleep
81,0.18,99,36.2,Light Sleep
78,0.03,100,36.0,Deep Sleep
72,0.04,96,36.2,Deep Sleep
85,0.29,97,36.3,REM
114,1.09,95,36.9,Sleep Disturbance
86,0.08,97,36.3,Light Sleep
88,0.76,96,36.6,Awake
113,0.69,94,36.7,Sleep Disturbance
107,0.32,94,36.8,Awake
90,0.2,99,36.3,Light Sleep
103,0.47,94,36.7,Awake
81,0.23,95,36.2,REM
71,0.06,97,36.1,Light Sleep
105,0.67,96,36.6,Awake
95,0.92,95,36.8,Awake
75,0.14,95,36.3,REM
93,0.11,97,36.3,REM
92,0.15,98,36.3,REM
91,0.27,98,36.2,REM
93,1.46,95,36.9,Sleep Disturbance
75,0.2,99,36.1,REM
74,0.16,99,36.2,Light Sleep
108,1.36,92,36.7,Sleep Disturbance
109,1.28,94,36.9,Sleep Disturbance
93,0.28,99,36.4,REM
108,0.55,95,36.6,Awake
91,0.13,95,36.3,REM
84,0.15,99,36.4,Light Sleep
70,0.16,96,36.3,Light Sleep
89,0.13,99,36.5,REM
83,0.24,97,36.5,REM
78,0.14,96,36.3,Light Sleep
77,0.21,98,36.2,REM
85,0.11,99,36.3,Light Sleep
61,0.01,96,35.9,Deep Sleep
80,0.12,98,36.3,REM
87,0.12,98,36.3,REM
77,0.16,99,36.4,Light Sleep
88,0.33,97,36.4,Awake
95,0.89,96,36.8,Awake
76,0.05,97,36.2,Light Sleep
87,0.94,96,36.4,Awake
90,0.16,96,36.3,REM
120,0.6,92,36.7,Sleep Disturbance
100,0.64,90,36.7,Sleep Disturbance
88,0.1,99,36.2,Light Sleep
92,1.03,94,37.0,Sleep Disturbance
107,0.79,97,36.5,Awake
92,0.57,98,36.7,Awake
77,0.29,96,36.4,REM
78,0.17,95,36.3,REM
79,0.12,99,36.2,Light Sleep
75,0.2,96,36.1,REM
93,0.21,99,36.3,REM
106,1.45,92,36.8,Sleep Disturbance
77,0.27,99,36.4,REM
76,0.16,99,36.5,REM
78,0.04,100,35.9,Deep Sleep
85,0.84,97,36.6,Awake
97,0.54,94,36.7,Awake
87,0.99,96,36.7,Awake
65,0.03,97,35.8,Deep Sleep
85,0.25,96,36.4,REM
80,0.28,99,36.2,REM
70,0.17,95,36.3,Light Sleep
86,0.19,97,36.4,REM
66,0.04,100,35.9,Deep Sleep
79,0.08,97,36.0,Light Sleep
107,0.64,94,36.5,Awake
81,0.21,99,36.3,REM
78,0.17,95,36.3,Light Sleep
89,0.09,97,36.0,Light Sleep
92,0.45,98,36.7,Awake
77,0.26,98,36.4,REM
82,0.3,99,36.2,REM
110,0.69,91,36.6,Sleep Disturbance
118,1.22,92,36.6,Sleep Disturbance
68,0.01,100,36.0,Deep Sleep
86,0.21,96,36.2,REM
108,0.9,94,36.6,Awake
72,0.16,96,36.3,Light Sleep
72,0.15,98,36.3,Light Sleep
70,0.02,96,35.9,Deep Sleep
83,0.28,96,36.4,REM
93,0.98,92,36.6,Sleep Disturbance
64,0.0,99,35.9,Deep Sleep
88,0.08,95,36.2,Light Sleep
77,0.05,99,35.8,Deep Sleep
86,0.07,99,36.3,Light Sleep
82,0.12,95,36.2,Light Sleep
67,0.01,99,35.9,Deep Sleep
75,0.01,98,36.1,Deep Sleep
68,0.05,98,36.0,Deep Sleep
81,0.06,99,36.1,Light Sleep
82,0.1,95,36.2,Light Sleep
95,0.12,98,36.5,REM
76,0.0,100,36.2,Deep Sleep
80,0.14,99,36.4,REM
92,0.26,95,36.3,REM
92,0.48,98,36.5,Awake
74,0.19,97,36.0,Light Sleep
85,0.17,97,36.3,REM
98,1.42,91,36.6,Sleep Disturbance
98,0.71,97,36.7,Awake
94,0.13,96,36.4,REM
103,0.96,98,36.7,Awake
84,0.1,99,36.4,Light Sleep
88,0.35,98,36.5,Awake
88,0.58,96,36.7,Awake
79,0.24,97,36.3,REM
91,0.19,98,36.3,REM
99,0.75,94,36.8,Sleep Disturbance
116,1.18,90,36.8,Sleep Disturbance
90,0.82,97,36.5,Awake
83,0.19,96,36.1,Light Sleep
91,1.42,94,36.6,Sleep Disturbance
61,0.05,97,35.9,Deep Sleep
82,0.18,99,36.4,Light Sleep
97,1.45,91,36.6,Sleep Disturbance
88,0.2,95,36.3,REM
72,0.19,96,36.1,Light Sleep
79,0.16,98,36.3,Light Sleep
66,0.04,99,36.1,Deep Sleep
107,0.55,96,36.7,Awake
103,0.53,94,36.5,Awake
82,0.16,96,36.3,REM
67,0.01,96,36.1,Deep Sleep
70,0.04,100,36.0,Deep Sleep
83,0.08,99,36.2,Light Sleep
73,0.01,100,35.8,Deep Sleep
87,0.07,96,36.3,Light Sleep
90,0.19,98,36.1,Light Sleep
110,0.68,91,36.7,Sleep Disturbance
69,0.01,97,36.0,Deep Sleep
92,0.21,96,36.4,REM
88,0.13,96,36.1,Light Sleep
72,0.15,95,36.3,Light Sleep
75,0.17,96,36.3,Light Sleep
98,0.66,98,36.7,Awake
94,1.32,91,36.5,Sleep Disturbance
87,0.2,96,36.3,REM
79,0.01,98,36.1,Deep Sleep
66,0.03,100,36.1,Deep Sleep
88,0.1,95,36.0,Light Sleep
88,0.15,98,36.3,REM
77,0.11,96,36.1,Light Sleep
107,0.95,95,36.9,Sleep Disturbance
64,0.0,96,36.1,Deep Sleep
65,0.01,99,35.8,Deep Sleep
112,1.36,91,36.7,Sleep Disturbance
64,0.05,96,36.0,Deep Sleep
73,0.04,96,36.1,Deep Sleep
98,0.64,96,36.6,Awake
101,0.51,98,36.7,Awake
92,0.14,99,36.1,REM
90,0.91,98,36.7,Awake
108,0.48,96,36.4,Awake
81,0.25,97,36.4,REM
86,0.3,96,36.4,REM
97,0.94,97,36.7,Awake
92,0.51,95,36.6,Awake
72,0.04,98,36.0,Deep Sleep
75,0.01,96,36.0,Deep Sleep
80,0.05,96,35.9,Deep Sleep
103,0.54,93,36.9,Sleep Disturbance
85,0.18,99,36.2,Light Sleep
73,0.04,97,36.2,Deep Sleep
84,0.05,95,36.0,Light Sleep
92,0.51,92,36.9,Sleep Disturbance
60,0.04,96,36.0,Deep Sleep
102,0.4,95,36.7,Awake
90,0.33,94,36.8,Awake
81,0.26,99,36.5,REM
98,0.62,96,36.4,Awake
113,0.97,90,36.8,Sleep Disturbance
79,0.0,99,36.2,Deep Sleep
113,1.22,91,36.7,Sleep Disturbance
100,0.68,91,36.5,Sleep Disturbance
77,0.2,99,36.2,Light Sleep
74,0.02,97,36.2,Deep Sleep
67,0.04,96,36.2,Deep Sleep
80,0.03,100,36.0,Deep Sleep
76,0.14,97,36.2,REM
99,0.57,92,36.9,Sleep Disturbance
62,0.05,98,35.9,Deep Sleep
108,1.01,91,36.6,Sleep Disturbance
69,0.05,97,36.0,Deep Sleep
87,0.08,98,36.2,Light Sleep
99,0.8,90,36.9,Sleep Disturbance
115,0.8,93,36.8,Sleep Disturbance
91,0.7,94,36.8,Awake
88,0.27,95,36.4,REM
81,0.15,96,36.2,Light Sleep
72,0.03,97,35.8,Deep Sleep
70,0.09,96,36.2,Light Sleep
104,0.63,98,36.6,Awake
62,0.01,97,36.1,Deep Sleep
83,0.11,98,36.4,REM
100,0.37,98,36.5,Awake
90,0.15,98,36.0,Light Sleep
116,1.04,94,36.9,Sleep Disturbance
88,0.13,97,36.4,REM
71,0.03,98,36.0,Deep Sleep
107,0.99,97,36.7,Awake
94,0.17,98,36.4,REM
87,0.08,97,36.1,Light Sleep
93,1.08,92,36.6,Sleep Disturbance
76,0.16,96,36.4,Light Sleep
77,0.13,99,36.1,Light Sleep
89,0.85,97,36.7,Awake
79,0.13,95,36.3,Light Sleep
75,0.13,99,36.1,Light Sleep
101,1.06,91,37.0,Sleep Disturbance
73,0.04,99,35.8,Deep Sleep
109,0.98,94,36.9,Sleep Disturbance
82,0.29,97,36.2,REM
108,0.48,97,36.5,Awake
66,0.0,100,35.9,Deep Sleep
87,0.1,96,36.3,REM
99,0.81,95,36.8,Awake
98,0.64,91,36.5,Sleep Disturbance
118,0.77,91,36.7,Sleep Disturbance
87,0.58,94,36.6,Awake
68,0.0,97,36.1,Deep Sleep
93,0.38,95,36.5,Awake
102,0.75,90,36.9,Sleep Disturbance
99,1.38,92,36.9,Sleep Disturbance
90,0.17,97,36.2,Light Sleep
75,0.08,98,36.1,Light Sleep
73,0.14,96,36.2,Light Sleep
77,0.15,98,36.1,Light Sleep
78,0.18,98,36.1,REM
67,0.01,98,36.0,Deep Sleep
114,0.61,93,36.9,Sleep Disturbance
69,0.03,96,36.1,Deep Sleep
101,1.43,95,36.5,Sleep Disturbance
78,0.13,98,36.4,Light Sleep
77,0.18,95,36.2,Light Sleep
62,0.04,96,35.9,Deep Sleep
71,0.02,98,36.1,Deep Sleep
92,0.43,94,36.6,Awake
71,0.02,100,36.1,Deep Sleep
76,0.16,97,36.1,Light Sleep
82,0.14,96,36.3,Light Sleep
78,0.21,95,36.3,REM
77,0.2,98,36.4,REM
100,0.92,95,36.6,Sleep Disturbance
88,0.09,99,36.3,Light Sleep
93,0.16,97,36.2,REM
92,0.18,98,36.2,REM
79,0.04,96,35.9,Deep Sleep
103,0.73,98,36.6,Awake
110,1.32,92,36.7,Sleep Disturbance
93,0.49,98,36.4,Awake
61,0.04,100,35.9,Deep Sleep
78,0.29,96,36.4,REM
77,0.13,97,36.4,REM
79,0.18,96,36.3,Light Sleep
88,0.14,98,36.4,Light Sleep
118,1.29,95,36.7,Sleep Disturbance
73,0.14,98,36.3,Light Sleep
99,0.71,95,36.7,Awake
109,1.25,90,36.6,Sleep Disturbance
109,1.41,91,36.6,Sleep Disturbance
120,1.2,93,36.5,Sleep Disturbance
108,0.38,96,36.6,Awake
78,0.12,97,36.1,Light Sleep
97,1.04,94,36.9,Sleep Disturbance
82,0.21,99,36.2,REM
75,0.23,98,36.5,REM
71,0.01,97,36.0,Deep Sleep
95,0.57,97,36.8,Awake
108,1.36,95,36.5,Sleep Disturbance
106,0.97,96,36.5,Awake
65,0.05,97,36.0,Deep Sleep
72,0.08,96,36.3,Light Sleep
90,0.06,95,36.2,Light Sleep
61,0.0,97,36.2,Deep Sleep
104,0.38,98,36.5,Awake
70,0.11,96,36.2,Light Sleep
94,1.31,94,36.7,Sleep Disturbance
86,1.0,94,36.7,Awake
108,0.79,98,36.6,Awake
81,0.3,98,36.3,REM
105,0.93,94,36.7,Awake
98,0.73,95,36.7,Sleep Disturbance
92,0.71,91,36.8,Sleep Disturbance
86,0.54,94,36.4,Awake
88,0.65,97,36.6,Awake
72,0.01,96,36.1,Deep Sleep
106,0.91,96,36.8,Awake
75,0.14,98,36.4,REM
91,0.59,90,36.7,Sleep Disturbance
93,0.52,94,37.0,Sleep Disturbance
72,0.17,98,36.3,Light Sleep
86,0.64,95,36.7,Awake
101,0.98,90,36.9,Sleep Disturbance
80,0.27,97,36.3,REM
87,0.17,97,36.2,Light Sleep
61,0.01,98,36.2,Deep Sleep
88,0.19,95,36.0,Light Sleep
90,0.19,95,36.5,REM
104,0.99,94,36.8,Awake
103,0.89,96,36.8,Awake
93,0.44,98,36.6,Awake
74,0.03,99,35.9,Deep Sleep
72,0.04,98,36.0,Deep Sleep
93,0.84,94,36.5,Sleep Disturbance
96,0.9,98,36.4,Awake
85,0.28,99,36.3,REM
86,0.29,96,36.5,REM
77,0.11,97,36.5,REM
87,0.15,99,36.0,Light Sleep
92,1.43,92,36.6,Sleep Disturbance
104,0.75,98,36.6,Awake
72,0.11,96,36.3,Light Sleep
83,0.12,96,36.3,Light Sleep
79,0.2,96,36.0,Light Sleep
97,0.93,94,37.0,Sleep Disturbance
100,0.38,95,36.7,Awake
82,0.18,99,36.3,REM
104,1.36,93,36.6,Sleep Disturbance
82,0.2,95,36.4,REM
97,1.16,92,36.7,Sleep Disturbance
113,1.31,92,36.9,Sleep Disturbance
104,0.46,94,36.5,Awake
104,0.93,98,36.6,Awake
88,0.78,95,36.4,Awake
78,0.11,98,36.1,Light Sleep
80,0.2,98,36.3,REM
69,0.03,97,35.8,Deep Sleep
102,1.32,95,36.7,Sleep Disturbance
96,0.82,97,36.4,Awake
103,0.36,98,36.6,Awake
72,0.04,100,36.0,Deep Sleep
79,0.2,99,36.3,Light Sleep
78,0.19,95,36.2,REM
106,0.52,98,36.5,Awake
106,0.65,95,36.5,Awake
89,0.3,97,36.4,REM
87,0.2,97,36.4,REM
114,1.37,93,36.8,Sleep Disturbance
82,0.17,99,36.2,REM
78,0.06,98,36.1,Light Sleep
89,0.18,97,36.3,Light Sleep
74,0.01,99,36.0,Deep Sleep
99,0.51,95,36.5,Awake
80,0.04,99,35.8,Deep Sleep
99,1.35,90,36.6,Sleep Disturbance
81,0.29,95,36.4,REM
88,0.52,96,36.7,Awake
119,0.78,91,36.5,Sleep Disturbance
95,0.24,95,36.2,REM
76,0.19,96,36.0,Light Sleep
89,0.15,99,36.0,Light Sleep
97,0.43,97,36.7,Awake
109,1.25,95,36.7,Sleep Disturbance
108,0.55,94,36.7,Awake
95,0.91,98,36.6,Awake
68,0.05,99,36.1,Deep Sleep
81,0.13,98,36.3,Light Sleep
99,0.35,98,36.4,Awake
109,0.9,96,36.5,Awake
82,0.06,97,36.1,Light Sleep
118,0.78,93,37.0,Sleep Disturbance
70,0.1,96,36.3,Light Sleep
95,0.91,93,37.0,Sleep Disturbance
74,0.1,96,36.1,Light Sleep
84,0.1,99,36.3,Light Sleep
101,0.74,90,36.6,Sleep Disturbance
105,0.56,90,36.7,Sleep Disturbance
77,0.14,97,36.4,Light Sleep
110,0.91,98,36.7,Awake
78,0.17,98,36.3,Light Sleep
85,0.1,95,36.2,REM
99,0.83,94,36.8,Awake
65,0.03,96,36.0,Deep Sleep
83,0.1,97,36.2,Light Sleep
83,0.23,98,36.1,REM
77,0.07,95,36.0,Light Sleep
112,1.2,91,36.9,Sleep Disturbance
90,0.73,98,36.6,Awake
90,0.17,96,36.3,REM
105,0.41,97,36.5,Awake
80,0.11,98,36.3,Light Sleep
118,1.41,91,36.8,Sleep Disturbance
82,0.19,95,36.1,Light Sleep
82,0.21,98,36.2,REM
84,0.24,95,36.3,REM
70,0.15,95,36.1,Light Sleep
87,0.3,98,36.3,REM
82,0.07,98,36.0,Light Sleep
89,0.12,98,36.0,Light Sleep
102,0.86,94,36.6,Awake
